movie_id	title	rating	votes	gross	countries
2580468	"Mr. Jones"	5.7	4824	"$8,315,975 (USA)"	USA
2580585	"Mr. Mom"	6.4	13739	"$64,800,000 (USA)"	USA
2580626	"Mr. Nanny"	3.5	6856	"$4,247,162 (USA)"	USA
2580740	"Mr. Popper's Penguins"	6.0	54118	"$68,224,452 (USA)"	USA
2580819	"Mr. Saturday Night"	5.8	3610	"$13,351,357 (USA)"	USA
2580989	"Mr. Wonderful"	5.9	2443	"$3,125,424 (USA)"	USA
2581006	"Mr. Wrong"	3.7	4062	"$12,350,030 (USA)"	USA
2581252	"Mrs. Parker and the Vicious Circle"	6.4	3406	"$2,144,667 (USA)"	USA
2581287	"Mrs. Soffel"	6.3	2111	"$4,385,312 (USA)"	USA
2581869	"Much Ado About Nothing"	7.5	33108	"$22,551,000 (USA)"	USA
2582700	Mulan	7.5	121011	"$120,620,254 (USA)"	USA
2582815	"Mulholland Dr."	8.0	197181	"$7,220,243 (USA)"	USA
2582818	"Mulholland Falls"	6.2	11418	"$11,500,000 (USA)"	USA
2582963	Multiplicity	5.9	21673	"$20,100,000 (USA)"	USA
2583279	Munich	7.6	154415	"$47,403,685 (USA)"	USA
2583401	"Muppet Treasure Island"	6.9	13246	"$33,609,000 (USA)"	USA
2583413	"Muppets from Space"	6.2	13025	"$16,625,807 (USA)"	USA
2583736	"Murder in the First"	7.3	19030	"$17,382,000 (USA)"	USA
2584088	"Murphy's Law"	5.8	2681	"$9,947,631 (USA)"	USA
2584104	"Murphy's Romance"	6.9	3696	"$30,762,621 (USA)"	USA
2584401	"Music and Lyrics"	6.5	67657	"$50,572,589 (USA)"	USA
2584412	"Music Box"	7.3	4417	"$6,263,883 (USA)"	USA
2584566	"Music of the Heart"	6.7	8576	"$14,859,394 (USA)"	USA
2585250	"Mutiny on the Bounty"	7.8	13735	"$4,460,000 (USA)"	USA
2585251	"Mutiny on the Bounty"	7.2	10112	"$13,680,000 (USA)"	USA
2585979	"My Best Friend Is a Vampire"	6.0	2268	"$174,380 (USA)"	USA
2585990	"My Best Friend's Wedding"	6.3	82567	"$127,120,029 (USA)"	USA
2586090	"My Bloody Valentine"	5.5	40432	"$51,545,952 (USA)"	USA
2586097	"My Blue Heaven"	6.2	13934	"$23,591,472 (USA)"	USA
2586110	"My Bodyguard"	7.0	6069	"$22,482,952 (USA)"	USA
2586152	"My Boyfriend's Back"	5.2	2980	"$3,335,984 (USA)"	USA
2586312	"My Chauffeur"	5.5	1165	"$4,781,448 (USA)"	USA
2586382	"My Cousin Vinny"	7.5	72580	"$52,929,168 (USA)"	USA
2586580	"My Dinner with Andre"	7.7	8589	"$5,250,000 (USA)"	USA
2586730	"My Fair Lady"	7.9	55832	"$72,000,000 (USA)"	USA
2586744	"My Family"	7.3	2726	"$11,079,373 (USA)"	USA
2586790	"My Father the Hero"	5.4	7657	"$25,479,558 (USA)"	USA
2586897	"My Favorite Year"	7.4	6338	"$20,123,620 (USA)"	USA
2587254	"My Girl"	6.8	47238	"$59,847,242 (USA)"	USA
2587258	"My Girl 2"	5.1	12882	"$17,359,799 (USA)"	USA
2587770	"My Life"	6.8	7762	"$27,484,464 (USA)"	USA
2587930	"My Little Pony: The Movie"	5.9	1827	"$5,958,456 (USA)"	USA
2588536	"My Own Private Idaho"	7.1	31321	"$6,401,336 (USA)"	USA
2589095	"My Stepmother Is an Alien"	5.2	19014	"$13,854,000 (USA)"	USA
2589268	"My Tutor"	5.1	1803	"$22,587,000 (USA)"	USA
2589370	"My Week with Marilyn"	7.0	62284	"$14,600,347 (USA)"	USA
2589692	"Myra Breckinridge"	4.2	2074	"$3,000,000 (USA)"	USA
2589920	"Mystery Date"	6.0	1801	"$6,166,819 (USA)"	USA
2590020	"Mystery Science Theater 3000: The Movie"	7.5	14110	"$1,007,306 (USA)"	USA
2590082	"Mystic Pizza"	6.1	15045	"$12,793,213 (USA)"	USA
2590088	"Mystic River"	8.0	290741	"$90,135,191 (USA)"	USA
2592373	"Nacho Libre"	5.7	57657	"$80,197,993 (USA)"	USA
2592806	Nadine	5.4	2661	"$5,669,831 (USA)"	USA
2592831	Nadja	5.9	2258	"$446,934 (USA)"	USA
2593655	"Naked Gun 33 1/3: The Final Insult"	6.4	63737	"$51,109,400 (USA)"	USA
2593682	"Naked in New York"	5.7	1266	"$1,038,959 (USA)"	USA
2594760	"Nanny McPhee"	6.6	39955	"$47,144,110 (USA)"	USA
2595411	"Narrow Margin"	6.5	5114	"$10,873,237 (USA)"	USA
2595657	Nashville	7.8	14658	"$9,984,123 (USA)"	USA
2596160	"Nate and Hayes"	6.4	1341	"$1,963,756 (USA)"	USA
2596398	"National Lampoon Presents Dorm Daze"	4.5	6398	"$56,127 (USA)"	USA
2596401	"National Lampoon's Senior Trip"	5.5	4253	"$4,686,937 (USA)"	USA
2596465	"National Treasure: Book of Secrets"	6.5	154393	"$219,964,115 (USA)"	USA
2596766	"Natural Born Killers"	7.3	144990	"$50,282,766 (USA)"	USA
2597751	"Navy Seals"	5.4	11402	"$25,069,101 (USA)"	USA
2598399	"Near Dark"	7.1	22366	"$3,369,307 (USA)"	USA
2598643	"Necessary Roughness"	6.0	7283	"$26,255,594 (USA)"	USA
2598906	"Needful Things"	6.1	13920	"$15,185,672 (USA)"	USA
2599306	Neighbors	5.5	5260	"$28,732,057 (USA)"	USA
2599713	Nell	6.5	19912	"$33,683,817 (USA)"	USA
2599939	Nemesis	5.6	3090	"$2,001,124 (USA)"	USA
2601075	"Nevada Smith"	6.9	4515	"$14,170,000 (USA)"	USA
2601173	"Never Been Kissed"	6.0	58819	"$55,474,756 (USA)"	USA
2601200	"Never Cry Wolf"	7.6	5578	"$29,600,000 (USA)"	USA
2601438	"Never Talk to Strangers"	5.0	4483	"$6,849,998 (USA)"	USA
2601952	"New Jack City"	6.6	19216	"$47,624,253 (USA)"	USA
2601960	"New Jersey Drive"	6.5	1815	"$3,565,508 (USA)"	USA
2602051	"New Nightmare"	6.4	30863	"$18,090,181 (USA)"	USA
2602367	"New Year's Eve"	5.6	54188	"$54,544,638 (USA)"	USA
2602575	"New York Stories"	6.4	11797	"$10,763,469 (USA)"	USA
2602627	"New York, New York"	6.7	11360	"$13,800,000 (USA)"	USA
2602816	Newsies	6.9	14115	"$2,819,485 (USA)"	USA
2602878	Next	6.2	105492	"$18,211,013 (USA)"	USA
2602945	"Next of Kin"	5.6	5829	"$15,942,628 (USA)"	USA
2603997	"Nick of Time"	6.3	28154	"$8,169,363 (USA)"	USA
2604641	"Night and the City"	5.9	3322	"$6,202,756 (USA)"	USA
2604655	"Night at the Museum: Battle of the Smithsonian"	5.9	94867	"$177,243,721 (USA)"	USA
2605036	"Night of the Creeps"	6.8	11767	"$591,366 (USA)"	USA
2605047	"Night of the Demons"	6.3	7144	"$3,109,904 (USA)"	USA
2605050	"Night of the Demons III"	4.5	1543	"$62,367 (USA)"	USA
2605101	"Night of the Living Dead"	6.9	26332	"$5,835,247 (USA)"	USA
2605179	"Night on Earth"	7.8	33093	"$2,015,810 (USA)"	USA
2605284	"Night Shift"	6.5	9579	"$23,600,000 (USA)"	USA
2605519	Nightbreed	6.6	10803	"$8,862,354 (USA)"	USA
2605586	Nighthawks	6.4	10802	"$14,905,359 (USA)"	USA
2605778	Nightmares	5.7	1577	"$6,670,680 (USA)"	USA
2606644	"Nine 1/2 Weeks"	5.8	24702	"$6,734,844 (USA)"	USA
2606707	"Nine Months"	5.4	26231	"$69,700,000 (USA)"	USA
2606733	"Nine to Five"	6.6	16384	"$103,290,500 (USA)"	USA
2606973	"Ninja III: The Domination"	4.7	1992	"$7,610,785 (USA)"	USA
2607162	Ninotchka	8.0	12173	"$1,187,000 (USA)"	USA
2607671	Nixon	7.1	21740	"$13,560,960 (USA)"	USA
2607881	No	7.4	13844	"$2,343,664 (USA)"	USA
2608117	"No Country for Old Men"	8.2	468208	"$74,283,625 (USA)"	USA
2608267	"No Escape"	6.0	14227	"$15,340,000 (USA)"	USA
2608537	"No Holds Barred"	4.2	4011	"$16,093,651 (USA)"	USA
2608734	"No Man's Land"	6.0	2648	"$2,877,571 (USA)"	USA
2608912	"No Mercy"	5.6	4349	"$12,303,904 (USA)"	USA
2609454	"No Retreat, No Surrender"	5.5	9495	"$4,662,137 (USA)"	USA
2609600	"No Small Affair"	5.5	1302	"$4,994,094 (USA)"	USA
2609695	"No Strings Attached"	6.2	130773	"$70,662,220 (USA)"	USA
2609956	"No Way Out"	7.1	22310	"$35,509,515 (USA)"	USA
2610403	"Nobody's Fool"	7.4	13370	"$39,487,686 (USA)"	USA
2611148	"Noises Off..."	7.5	7406	"$2,280,148 (USA)"	USA
2611328	Nomads	5.6	2196	"$2,278,264 (USA)"	USA
2611934	Norbit	3.9	44223	"$95,673,607 (USA)"	USA
2612077	"Norma Rae"	7.3	6296	"$22,228,000 (USA)"	USA
2612262	North	4.4	10268	"$7,138,449 (USA)"	USA
2612292	"North by Northwest"	8.5	177348	"$13,275,000 (USA)"	USA
2612307	"North Dallas Forty"	7.0	3274	"$26,079,312 (USA)"	USA
2612503	"North Shore"	6.4	1563	"$3,832,228 (USA)"	USA
2613143	"Not Another Teen Movie"	5.7	70208	"$38,252,284 (USA)"	USA
2613196	"Not Easily Broken"	6.0	2019	"$10,572,742 (USA)"	USA
2613410	"Not of This Earth"	4.4	1420	"$107,352 (USA)"	USA
2613619	"Not Without My Daughter"	6.1	8269	"$14,789,113 (USA)"	USA
2613912	"Nothing But Trouble"	4.7	15606	"$8,479,793 (USA)"	USA
2613957	"Nothing in Common"	5.9	4312	"$32,324,557 (USA)"	USA
2614171	Notorious	8.1	59908	"$8,000,000 (USA)"	USA
2614287	"Notting Hill"	7.0	163016	"$116,089,678 (USA)"	USA
2614608	November	5.6	2693	"$192,186 (USA)"	USA
2614753	Novocaine	5.8	8910	"$2,036,682 (USA)"	USA
2614841	"Now and Then"	6.7	18850	"$27,400,000 (USA)"	USA
2614968	"Now You See Me"	7.3	326971	"$117,723,989 (USA)"	USA
2615085	"Nowhere to Run"	5.4	14176	"$22,189,039 (USA)"	USA
2616621	Nuts	6.8	4087	"$30,950,002 (USA)"	USA
2616682	"Nutty Professor II: The Klumps"	4.3	34365	"$123,309,890 (USA)"	USA
2621544	Obsessed	4.8	19732	"$68,261,644 (USA)"	USA
2622001	"Ocean's Eleven"	6.6	13414	"$12,317,000 (USA)"	USA
2622005	"Ocean's Twelve"	6.4	225996	"$125,544,280 (USA)"	USA
2622124	"Oci ciornie"	7.6	1732	"$2,201,428 (USA)"	USA
2622251	Oculus	6.5	40465	"$27,695,246 (USA)"	USA
2623018	"Of Love and Shadows"	5.1	1318	"$19,710 (USA)"	USA
2623040	"Of Mice and Men"	7.6	27698	"$5,101,632 (USA)"	USA
2623239	"Off Limits"	6.1	1839	"$7,242,035 (USA)"	USA
2624062	"Oh Heavenly Dog"	5.4	1655	"$6,216,067 (USA)"	USA
2624455	"Oh, God!"	6.5	6330	"$41,687,243 (USA)"	USA
2624456	"Oh, God! Book II"	5.0	1474	"$14,504,277 (USA)"	USA
2624457	"Oh, God! You Devil"	5.2	1629	"$21,538,850 (USA)"	USA
2625798	"Old Dogs"	5.3	27419	"$49,492,060 (USA)"	USA
2625884	"Old Gringo"	5.7	1304	"$3,574,256 (USA)"	USA
2626085	"Old School"	7.2	167648	"$75,585,093 (USA)"	USA
2626339	Oleanna	6.7	2185	"$124,693 (USA)"	USA
2626549	"Oliver & Company"	6.7	25939	"$73,450,885 (USA)"	USA
2626968	"Olympus Has Fallen"	6.5	153830	"$98,925,640 (USA)"	USA
2627495	"On a Clear Day You Can See Forever"	6.7	2416	"$14,000,000 (USA)"	USA
2627708	"On Deadly Ground"	4.3	15369	"$38,590,500 (USA)"	USA
2628221	"On the Beach"	7.3	8081	"$11,000,000 (USA)"	USA
2628983	"On the Waterfront"	8.3	79430	"$9,600,000 (USA)"	USA
2629323	"Once Around"	6.5	3184	"$14,851,083 (USA)"	USA
2629330	"Once Bitten"	5.3	8420	"$10,000,000 (USA)"	USA
2629449	"Once Upon a Crime..."	5.7	2506	"$8,669,847 (USA)"	USA
2629460	"Once Upon a Forest"	6.5	3239	"$6,574,896 (USA)"	USA
2629556	"Once Upon a Time in America"	8.4	171603	"$5,321,508 (USA)"	USA
2630023	"One Crazy Summer"	6.4	9557	"$13,431,806 (USA)"	USA
2630065	"One Day"	7.0	77323	"$13,843,771 (USA)"	USA
2630199	"One Direction: This Is Us"	3.9	20335	"$28,873,374 (USA)"	USA
2630264	"One False Move"	7.2	6168	"$1,543,112 (USA)"	USA
2630278	"One Fine Day"	6.4	32491	"$46,151,454 (USA)"	USA
2630296	"One Flew Over the Cuckoo's Nest"	8.8	531655	"$112,000,000 (USA)"	USA
2630328	"One for the Money"	5.3	29153	"$26,414,527 (USA)"	USA
2630351	"One from the Heart"	6.5	3294	"$636,796 (USA)"	USA
2630384	"One Good Cop"	5.7	2678	"$11,276,846 (USA)"	USA
2630513	"One Hundred and One Dalmatians"	7.2	82760	"$144,880,014 (USA)"	USA
2630703	"One Last Thing..."	6.8	3497	"$13,334 (USA)"	USA
2630795	"One Magic Christmas"	6.7	1614	"$13,677,222 (USA)"	USA
2631231	"One Night with the King"	6.3	5159	"$13,395,961 (USA)"	USA
2631811	"One True Thing"	7.1	8343	"$23,245,840 (USA)"	USA
2632654	"Only the Lonely"	6.3	6512	"$21,830,957 (USA)"	USA
2632665	"Only the Strong"	6.6	3593	"$3,273,588 (USA)"	USA
2632698	"Only You"	6.4	13065	"$20,042,048 (USA)"	USA
2633777	"Open Season"	6.2	53206	"$85,105,259 (USA)"	USA
2634239	"Operation Dumbo Drop"	4.9	6215	"$24,700,000 (USA)"	USA
2634350	"Operation Petticoat"	7.3	7922	"$23,300,000 (USA)"	USA
2634691	"Opportunity Knocks"	6.0	2032	"$11,359,129 (USA)"	USA
2635287	Orca	5.5	6597	"$14,717,854 (USA)"	USA
2636918	Oscar	6.3	20367	"$23,562,716 (USA)"	USA
2637747	Othello	7.0	6508	"$2,112,951 (USA)"	USA
2637830	"Other People's Money"	6.1	5911	"$25,682,090 (USA)"	USA
2638585	"Our Dancing Daughters"	7.5	1032	"$757,000 (USA)"	USA
2638858	"Our Man Flint"	6.5	4050	"$16,000,000 (USA)"	USA
2639305	"Out for Justice"	5.9	14198	"$39,673,161 (USA)"	USA
2639391	"Out of Africa"	7.2	41384	"$87,100,000 (USA)"	USA
2639653	"Out of Rosenheim"	7.5	8296	"$3,587,303 (USA)"	USA
2640003	"Out on a Limb"	5.2	1211	"$1,659,542 (USA)"	USA
2640125	Outbreak	6.5	81275	"$67,823,573 (USA)"	USA
2640438	"Outrageous Fortune"	6.0	4893	"$52,864,741 (USA)"	USA
2640869	"Over the Brooklyn Bridge"	7.2	1291	"$837,914 (USA)"	USA
2640993	"Over the Top"	5.5	29586	"$16,057,580 (USA)"	USA
2641058	Overboard	6.7	30242	"$26,713,187 (USA)"	USA
2642541	"Pacific Heights"	6.3	12513	"$29,381,956 (USA)"	USA
2642555	"Pacific Rim"	7.1	283568	"$101,802,906 (USA)"	USA
2643300	"Pain & Gain"	6.5	122138	"$49,875,291 (USA)"	USA
2643475	"Paint Your Wagon"	6.7	8085	"$31,678,778 (USA)"	USA
2644039	"Pale Rider"	7.3	32386	"$41,400,000 (USA)"	USA
2645116	Panic	6.8	6759	"$779,137 (USA)"	USA
2645164	"Panic Room"	6.8	172339	"$96,397,334 (USA)"	USA
2645987	Panther	6.3	1672	"$6,834,525 (USA)"	USA
2646597	"Paper Moon"	8.2	19555	"$30,933,743 (USA)"	USA
2646782	Papillon	8.1	73195	"$53,267,000 (USA)"	USA
2647389	Paradise	6.7	2091	"$18,634,643 (USA)"	USA
2647560	"Paradise, Hawaiian Style"	5.4	1040	"$2,500,000 (USA)"	USA
2648092	"Paranormal Activity"	6.4	152086	"$107,918,810 (USA)"	USA
2648097	"Paranormal Activity 4"	4.5	40974	"$53,921,300 (USA)"	USA
2648161	ParaNorman	7.0	58400	"$56,003,051 (USA)"	USA
2648211	Parasite	3.3	1254	"$7,000,000 (USA)"	USA
2648553	"Parental Guidance"	6.0	18307	"$77,267,296 (USA)"	USA
2648563	Parenthood	7.0	31846	"$100,047,830 (USA)"	USA
2648571	Parents	6.2	3929	"$870,532 (USA)"	USA
2648820	"Paris Is Burning"	8.0	2547	"$3,779,620 (USA)"	USA
2648945	"Paris, Texas"	8.1	37099	"$2,181,987 (USA)"	USA
2649635	"Parting Glances"	7.9	2019	"$537,681 (USA)"	USA
2649898	"Party Girl"	6.6	3316	"$472,370 (USA)"	USA
2650806	"Passenger 57"	5.8	31754	"$44,065,653 (USA)"	USA
2651088	"Passion Fish"	7.4	3772	"$5,414,619 (USA)"	USA
2651720	"Patch Adams"	6.6	65358	"$135,026,902 (USA)"	USA
2652245	"Patriot Games"	6.9	69463	"$83,287,363 (USA)"	USA
2652480	Patton	8.0	66552	"$61,700,000 (USA)"	USA
2653302	Payback	7.1	98251	"$81,526,121 (USA)"	USA
2653526	PCU	6.5	9440	"$4,350,774 (USA)"	USA
2653721	"Peaceful Warrior"	7.3	16405	"$3,960,414 (USA)"	USA
2653880	"Pearl Harbor"	6.0	206506	"$198,542,554 (USA)"	USA
2654104	Pecker	6.4	10738	"$2,281,761 (USA)"	USA
2654495	"Peg o' My Heart"	8.2	1036	"$979,000 (USA)"	USA
2654562	"Peggy Sue Got Married"	6.3	24076	"$41,382,841 (USA)"	USA
2655322	"Pennies from Heaven"	6.5	3799	"$9,179,289 (USA)"	USA
2656390	"Percy Jackson: Sea of Monsters"	5.9	64764	"$68,559,554 (USA)"	USA
2656579	Perfect	4.1	2943	"$12,918,858 (USA)"	USA
2657306	"Permanent Record"	6.3	1266	"$1,893,139 (USA)"	USA
2657763	"Personal Best"	6.3	1698	"$5,672,311 (USA)"	USA
2657975	Persuasion	7.7	7791	"$5,462,325 (USA)"	USA
2658479	"Pet Sematary"	6.5	52663	"$57,469,179 (USA)"	USA
2658481	"Pet Sematary II"	4.6	11468	"$17,092,453 (USA)"	USA
2658765	"Peter Pan"	7.4	56465	"$87,400,000 (USA)"	USA
2658772	"Peter Pan"	6.9	45125	"$48,462,608 (USA)"	USA
2659345	"Peyton Place"	7.2	3556	"$25,600,000 (USA)"	USA
2659442	Phantasm	6.9	19599	"$11,988,469 (USA)"	USA
2659446	"Phantasm II"	6.5	8101	"$7,282,851 (USA)"	USA
2659842	Phenomenon	6.4	56704	"$104,636,382 (USA)"	USA
2659942	"Philadelphia Experiment II"	4.5	1254	"$2,970 (USA)"	USA
2661731	"Pieces of April"	7.1	16967	"$2,528,664 (USA)"	USA
2662725	"Pillow Talk"	7.5	9647	"$18,750,000 (USA)"	USA
2663321	"Pink Cadillac"	5.2	7648	"$12,143,484 (USA)"	USA
2663584	Pinky	7.3	1606	"$4,200,000 (USA)"	USA
2663630	Pinocchio	7.6	62438	"$84,254,167 (USA)"	USA
2664007	Piranha	5.9	12171	"$6,000,000 (USA)"	USA
2664012	"Piranha 3D"	5.6	64369	"$25,003,155 (USA)"	USA
2664014	"Piranha 3DD"	3.8	27017	"$376,512 (USA)"	USA
2664178	"Pirates of the Caribbean: Dead Man's Chest"	7.3	412800	"$423,315,812 (USA)"	USA
2664181	"Pirates of the Caribbean: On Stranger Tides"	6.7	283265	"$241,071,802 (USA)"	USA
2664534	"Pit and the Pendulum"	7.1	7501	"$2,000,000 (USA)"	USA
2664600	"Pitch Perfect"	7.3	143228	"$65,001,093 (USA)"	USA
2665158	"Places in the Heart"	7.4	6271	"$34,700,000 (USA)"	USA
2665458	"Planes, Trains & Automobiles"	7.6	73121	"$49,230,280 (USA)"	USA
2665562	"Planet of the Apes"	8.0	119493	"$33,395,426 (USA)"	USA
2665993	Platoon	8.2	232534	"$138,530,565 (USA)"	USA
2666197	"Play Misty for Me"	7.0	16161	"$10,600,000 (USA)"	USA
2667341	"Please Don't Eat the Daisies"	6.5	2623	"$11,100,000 (USA)"	USA
2667681	Plenty	6.1	1786	"$6,148,000 (USA)"	USA
2668840	"Poetic Justice"	5.8	6977	"$27,515,786 (USA)"	USA
2669075	"Point Break"	7.2	85123	"$43,218,387 (USA)"	USA
2669128	"Point of No Return"	5.9	18157	"$30,038,362 (USA)"	USA
2669238	Poison	6.6	2047	"$609,524 (USA)"	USA
2669266	"Poison Ivy"	5.3	11830	"$1,829,804 (USA)"	USA
2669509	"Poketto monsutâ: Serebî - Toki wo koeta deai"	5.3	4156	"$1,727,447 (USA)"	USA
2669882	"Police Academy"	6.6	73006	"$81,198,894 (USA)"	USA
2669885	"Police Academy 2: Their First Assignment"	5.5	31330	"$55,600,000 (USA)"	USA
2669887	"Police Academy 3: Back in Training"	5.0	26447	"$43,579,163 (USA)"	USA
2669889	"Police Academy 4: Citizens on Patrol"	4.6	26285	"$28,061,343 (USA)"	USA
2669891	"Police Academy 5: Assignment: Miami Beach"	4.2	21215	"$19,510,371 (USA)"	USA
2669891	"Police Academy 5: Assignment: Miami Beach"	4.2	21215	"$4,239,831 (USA)"	USA
2669893	"Police Academy 6: City Under Siege"	3.9	18325	"$11,567,217 (USA)"	USA
2669896	"Police Academy: Mission to Moscow"	3.1	21694	"$126,247 (USA)"	USA
2670591	Poltergeist	7.4	80419	"$76,606,280 (USA)"	USA
2670597	"Poltergeist II: The Other Side"	5.6	15275	"$40,996,665 (USA)"	USA
2670598	"Poltergeist III"	4.4	10608	"$14,114,488 (USA)"	USA
2671677	Popcorn	5.6	1938	"$4,205,000 (USA)"	USA
2671756	Popeye	5.1	20589	"$49,823,057 (USA)"	USA
2672396	"Pork Chop Hill"	7.2	2882	"$4,024,066 (USA)"	USA
2672440	Porky's	6.1	27951	"$111,289,673 (USA)"	USA
2672456	"Porky's II: The Next Day"	4.8	7542	"$33,759,266 (USA)"	USA
2672474	"Porky's Revenge"	4.5	5284	"$20,518,905 (USA)"	USA
2673902	Posse	5.4	2912	"$18,290,000 (USA)"	USA
2673913	Possessed	7.2	2455	"$1,987,000 (USA)"	USA
2674187	Postal	4.4	18839	"$18,005,198 (USA)"	USA
2674272	"Postcards from the Edge"	6.6	9506	"$37,963,281 (USA)"	USA
2675274	Powaqqatsi	7.3	5078	"$589,244 (USA)"	USA
2675278	Powder	6.5	21593	"$30,862,146 (USA)"	USA
2675319	Power	5.7	1878	"$3,800,000 (USA)"	USA
2675865	"Practical Magic"	6.0	47441	"$46,683,377 (USA)"	USA
2676113	Prancer	6.2	2517	"$18,587,135 (USA)"	USA
2676696	Predator	7.9	240989	"$59,735,548 (USA)"	USA
2676701	"Predator 2"	6.2	78005	"$30,669,413 (USA)"	USA
2677018	"Prelude to a Kiss"	5.5	5902	"$20,006,730 (USA)"	USA
2677227	"Premature Burial"	6.6	2002	"$1,250,000 (USA)"	USA
2677525	Premonition	5.9	55674	"$47,852,604 (USA)"	USA
2678122	"Presumed Innocent"	6.9	25352	"$86,303,188 (USA)"	USA
2678234	"Pretty Baby"	6.6	6150	"$5,786,368 (USA)"	USA
2678326	"Pretty in Pink"	6.7	41920	"$40,471,663 (USA)"	USA
2678326	"Pretty in Pink"	6.7	41920	"$833,406 (USA)"	USA
2678457	"Pretty Woman"	6.9	169273	"$178,406,268 (USA)"	USA
2678770	"Pride & Prejudice"	7.8	155139	"$38,405,088 (USA)"	USA
2678833	"Pride and Prejudice"	5.4	1790	"$377,271 (USA)"	USA
2679136	"Primal Fear"	7.7	108151	"$56,116,183 (USA)"	USA
2679405	Primeval	4.7	10086	"$10,597,734 (USA)"	USA
2679600	"Prince of Darkness"	6.7	20270	"$14,182,492 (USA)"	USA
2679631	"Prince of the City"	7.6	4119	"$8,124,257 (USA)"	USA
2679761	"Princess Caraboo"	5.9	2005	"$3,021,629 (USA)"	USA
2680203	Prison	5.9	2223	"$354,704 (USA)"	USA
2680478	"Private Benjamin"	6.0	15317	"$69,847,348 (USA)"	USA
2680850	"Private Lessons"	5.0	1981	"$26,279,000 (USA)"	USA
2681040	"Private Resort"	5.2	4865	"$331,816 (USA)"	USA
2681050	"Private School"	5.1	3620	"$14,049,540 (USA)"	USA
2681492	"Prizzi's Honor"	6.8	16299	"$26,700,000 (USA)"	USA
2681680	"Problem Child"	5.1	19180	"$53,470,900 (USA)"	USA
2681684	"Problem Child 2"	4.3	14793	"$25,104,700 (USA)"	USA
2682728	"Project X"	6.0	7424	"$18,532,286 (USA)"	USA
2682731	"Project X"	6.7	129642	"$54,731,865 (USA)"	USA
2682921	Prom	5.3	10531	"$10,130,219 (USA)"	USA
2683043	Prometheus	7.1	371194	"$126,477,084 (USA)"	USA
2683351	Prophecy	5.3	2512	"$18,389,402 (USA)"	USA
2683757	Protocol	5.3	2968	"$26,300,000 (USA)"	USA
2684379	Prêt-à-Porter	5.0	11477	"$5,860,483 (USA)"	USA
2684679	Psycho	8.6	322400	"$32,000,000 (USA)"	USA
2684680	Psycho	4.6	34206	"$21,456,130 (USA)"	USA
2684714	"Psycho II"	6.4	14526	"$34,725,000 (USA)"	USA
2684715	"Psycho III"	5.2	7774	"$14,481,606 (USA)"	USA
2685706	"Pulp Fiction"	9.0	993081	"$107,928,762 (USA)"	USA
2685738	Pulse	5.4	1421	"$40,397 (USA)"	USA
2685827	"Pump Up the Volume"	7.1	18620	"$11,541,758 (USA)"	USA
2685887	Pumpkinhead	6.2	11470	"$4,385,516 (USA)"	USA
2686003	"Punch-Drunk Love"	7.3	90047	"$17,844,216 (USA)"	USA
2686031	Punchline	5.8	5847	"$21,032,267 (USA)"	USA
2686628	"Pure Country"	6.9	2560	"$15,164,458 (USA)"	USA
2686676	"Pure Luck"	5.6	4593	"$22,641,969 (USA)"	USA
2686996	"Purple Rain"	6.3	10472	"$68,392,977 (USA)"	USA
2687325	"Puss in Boots"	6.7	93261	"$149,260,504 (USA)"	USA
2689030	"Q & A"	6.5	3338	"$11,207,891 (USA)"	USA
2690656	"Queen Christina"	7.9	4712	"$767,000 (USA)"	USA
2690942	"Queens Logic"	5.9	1242	"$612,781 (USA)"	USA
2691598	"Quick Change"	6.8	14015	"$15,260,154 (USA)"	USA
2691692	Quicksilver	5.5	2958	"$7,634,909 (USA)"	USA
2691870	"Quigley Down Under"	6.8	13348	"$21,413,105 (USA)"	USA
2692094	"Quiz Show"	7.5	48245	"$24,822,619 (USA)"	USA
2692422	R.I.P.D.	5.6	70413	"$33,618,855 (USA)"	USA
2692990	"Race the Sun"	5.3	2317	"$1,945,552 (USA)"	USA
2693012	"Race to Witch Mountain"	5.7	35084	"$67,172,594 (USA)"	USA
2693230	"Racing with the Moon"	6.7	2722	"$6,045,647 (USA)"	USA
2693296	Rad	7.2	3208	"$2,015,882 (USA)"	USA
2693494	"Radio Days"	7.6	19921	"$14,792,779 (USA)"	USA
2693517	"Radio Flyer"	6.9	9359	"$4,651,977 (USA)"	USA
2693660	"Radioactive Dreams"	6.4	1047	"$220,038 (USA)"	USA
2693687	"Radioland Murders"	6.2	2627	"$1,299,060 (USA)"	USA
2694153	Ragtime	7.3	5738	"$21,015,710 (USA)"	USA
2694300	"Raiders of the Lost Ark"	8.6	509458	"$248,159,971 (USA)"	USA
2694562	"Rain Man"	8.0	331291	"$172,825,435 (USA)"	USA
2694821	"Raise the Titanic"	4.6	2610	"$7,000,000 (USA)"	USA
2694856	"Raising Arizona"	7.4	85132	"$22,847,564 (USA)"	USA
2694861	"Raising Cain"	5.9	8518	"$21,370,057 (USA)"	USA
2695742	"Rambling Rose"	6.7	3632	"$6,266,621 (USA)"	USA
2695752	"Rambo III"	5.6	72655	"$53,715,611 (USA)"	USA
2695760	"Rambo: First Blood Part II"	6.4	94538	"$150,415,432 (USA)"	USA
2695865	Rampage	6.4	1187	"$796,368 (USA)"	USA
